Age,Gender,Region,Customer Type,Tenure Type,Meter Type,Tariff Type,Contract Length (months),Payment Plan,Late Payments,Average Payment Delay (days),Direct Debit,Calls Last Month,Complaints Last Year,App Logins,Portal Logins,Email Clicks,Promotions Accepted,Campaigns Responded,Average Monthly Usage,High Usage Flag,Electricity 3M Avg,Gas 3M Avg,Total 3M Avg,Usage Change %,elec_avg,elec_std,elec_trend,gas_avg,gas_std,gas_trend,bill_avg,bill_std,bill_trend
40,Male,Wales,Domestic,Long-term,Smart,Economy 7,12,Quarterly,0,4.762203186862923,1,1,0,3.0,10.0,5.0,1,1,411.11975626172784,1,250.3491924590791,173.45742191873646,423.8066143778156,-0.0444357424798141,274.40353374971454,50.16591031957107,-7.877653127258262,136.71622251201345,40.430833862395694,0.7220399250087646,45.88176377672215,7.984590577133604,-1.4279279642436726
55,Female,England,Domestic,Long-term,Smart,Green,24,Quarterly,0,1.6413427269099812,1,1,0,5.0,8.0,3.0,0,3,426.18251988214223,1,313.42196555180567,195.50561384955017,508.92757940135584,0.0504011402999776,267.25621096555915,60.961421191183284,4.6161327036376045,158.92630891658303,48.13356361146531,9.29038235778769,54.496943588912124,11.728616079721126,1.8414730401115946
51,Male,Scotland,Domestic,Long-term,Standard,Standard,12,Monthly,1,0.3644495181483709,0,1,0,4.0,10.0,2.0,0,2,388.406009424326,1,271.4190032207977,147.4828160724606,418.9018192932583,0.7634418198175079,248.27893004961584,79.24817262851742,11.642940104598795,140.12707937471026,46.33323627869387,6.183532547362807,47.38377415511163,12.39673592837947,1.550330146138991
50,Female,England,Domestic,Long-term,Smart,Standard,24,Quarterly,0,3.4208943083566616,0,0,0,8.0,9.0,1.0,0,2,396.3113139259253,1,319.5267612408371,170.4540608195645,489.9808220604016,-0.1500245007624664,253.61093010214165,62.12286457516649,17.51020025157584,142.70038382378368,55.18610171363719,-11.27431097961272,48.00865331837343,11.37486587450542,2.02243753772007
77,Male,England,Domestic,New,Smart,Economy 7,12,Monthly,2,0.9043001214492884,1,1,0,7.0,13.0,7.0,1,1,411.1717772354962,1,268.4888722313911,149.21972946477143,417.7086016961625,0.1739538825375343,274.11756821370625,64.16397255824263,11.600682591864468,137.05420902179006,61.7022433722172,-12.319397092906483,44.27559675926731,9.42383307479478,0.78941806475537
55,Other,Scotland,Domestic,Long-term,Standard,Green,12,Monthly,4,5.178773563614934,1,2,0,6.0,7.0,2.0,0,1,377.4894465109815,1,292.9086712616493,108.94065766915884,401.84932893080816,0.1159262441573394,254.26991593333457,47.886591054328356,12.100521294058023,123.21953057764695,36.09952014675782,-6.1275191864627,50.98971556898453,5.328959960916816,1.8666354357751052
42,Female,England,Domestic,Long-term,Standard,Standard,12,Monthly,0,0.7021681564765725,0,1,0,4.0,7.0,4.0,1,0,413.41678888409575,1,305.85494320279304,150.76940774055075,456.62435094334376,0.1567083836075098,257.83916082734294,51.37023468356833,3.012444938787176,155.5776280567528,37.66735352569478,-7.663142515142774,49.65181185622547,11.069859574950693,-0.42836201557341913
50,Male,England,Domestic,Long-term,Smart,Green,24,Monthly,0,7.479562301712328,1,1,0,5.0,9.0,2.0,1,2,416.7514872415891,1,259.4796544581156,224.55132498894145,484.030979447057,0.1285426356257487,246.8906353811077,43.20532210145763,6.508036130201196,169.8608518604814,42.10243372664399,11.398688271302444,53.091267298829706,10.547493305532447,1.9091401606506921
47,Male,England,Domestic,New,Standard,Green,24,Quarterly,0,1.432706032061628,0,1,0,3.0,4.0,4.0,0,1,428.977363066014,1,302.1649557964779,195.4483420510774,497.61329784755526,-0.1084466701369429,267.9827474514604,45.32467837120144,1.1894646879786395,160.99461561455357,44.99059229064812,5.177593755269431,59.15037090079181,10.44740854561166,0.48016070944728995
53,Male,England,Domestic,Long-term,Smart,Standard,12,Monthly,2,4.13018869911539,0,0,0,2.0,3.0,3.0,1,0,397.9265106528162,1,280.3992592885358,131.9631108270044,412.3623701155402,0.0219735080895308,257.2370656148574,42.37199976626949,9.724320438906268,140.6894450379588,20.962859047452632,-4.447465195489161,48.968203735781536,5.289722035133388,0.12423702481039682
42,Male,Wales,Domestic,New,Standard,Standard,12,Monthly,2,1.6136082924973194,0,1,0,5.0,8.0,2.0,0,1,402.9071041127268,1,331.62786347055254,183.6446069710371,515.2724704415896,-0.1551702618209884,254.00075871085167,56.300960047902656,6.556185424856275,148.90634540187514,42.57743507282945,3.3068179023946285,47.027782048101216,11.458080916429266,0.52394157041166
66,Female,England,Domestic,Long-term,Standard,Standard,24,Quarterly,0,-1.411724618715258,1,0,0,6.0,3.0,3.0,0,1,369.9889733097922,1,303.60659642520835,174.98322432478926,478.5898207499976,-0.1763643816044321,230.05629784489682,71.66242060491244,16.901659272599257,139.93267546489537,55.74520372459005,8.837901987032756,43.56008294961742,12.84994387295497,2.7735709624751594
78,Female,Scotland,Domestic,Long-term,Smart,Economy 7,12,Quarterly,0,-2.0901883555914464,0,2,0,1.0,8.0,4.0,1,0,384.2846925917201,1,261.0031429100222,150.2761885912557,411.27933150127785,-0.0909682847070205,256.78022965691343,37.03156232054772,-1.54878661018964,127.50446293480671,34.387422038088154,5.3181516232610475,41.62733389954031,6.372779270982252,-0.8651037232631861
64,Female,England,Domestic,Long-term,Smart,Economy 7,36,Quarterly,2,2.096920330364639,0,1,0,5.0,9.0,6.0,0,0,412.6444021104315,1,258.80318169734187,194.5625557738184,453.3657374711603,-0.1949457695152749,248.78839835198846,33.34634840554153,-4.877320302647689,163.8560037584431,37.14680237975323,-4.257377743751143,44.39739112516268,4.954742779817538,-0.307029814409484
42,Female,Wales,Domestic,Long-term,Smart,Economy 7,24,Monthly,0,3.325983711195854,1,2,0,5.0,6.0,5.0,0,0,415.83347012547705,1,304.38974042131764,159.4508346383076,463.8405750596253,-0.0833700259382188,262.15456984489356,49.628361639966734,11.036858561888863,153.6789002805835,44.80889847027906,-5.572678453793345,44.85550736814042,9.267140983323062,1.342984016394587
35,Female,England,Domestic,New,Smart,Green,24,Monthly,0,1.850909256357421,1,0,0,4.0,5.0,5.0,0,2,381.1661711769913,1,281.1421050928169,134.8633543093461,416.005459402163,-0.136436597934336,233.01202494623442,45.55875317786922,7.656987606372943,148.1541462307569,46.25315635646681,-9.719138223161362,47.303256530661,9.20625613077182,0.9813361035534623
46,Female,England,Domestic,New,Standard,Standard,24,Monthly,0,2.1930453147486424,1,1,1,4.0,7.0,2.0,0,0,392.5557913268285,1,315.8759308831579,132.36553836750213,448.24146925066,0.0744236997123513,266.47040656786135,59.2326781731824,6.773167226748362,126.08538475896724,54.51102367557216,0.7860053876102545,49.71372127251596,4.606666184699185,-0.19421592352214906
42,Male,Scotland,Domestic,New,Smart,Economy 7,24,Monthly,0,1.4270611670582398,0,0,0,6.0,7.0,5.0,1,0,411.57196017225857,1,275.47675953044006,170.33082461700567,445.8075841474457,0.4042592102014254,265.7529162225732,61.92295965861411,9.304852345447449,145.81904394968544,54.491173111437334,7.839366916380206,43.48638888070974,10.046676023500773,0.63985645003821
74,Female,England,Domestic,Long-term,Standard,Economy 7,12,Monthly,0,2.2586047465945027,1,1,1,6.0,7.0,5.0,0,0,397.5874020935551,1,261.52315409186457,163.82546622458955,425.3486203164541,0.4579325277157499,254.0870513223042,36.57669600396198,6.056882630116534,143.50035077125082,46.01279479068291,13.045562137185298,44.287237725442026,6.7082121933232255,1.2273998789568323
56,Female,England,Domestic,Long-term,Standard,Economy 7,36,Monthly,0,2.15788208281783,1,2,0,5.0,8.0,2.0,0,0,361.2781392647477,1,212.565357311173,154.6751370167789,367.2404943279519,-0.1543788977728293,227.70242705265642,62.15377245251627,-3.427532965018367,133.57571221209125,34.255862010234445,3.643930172126979,38.62747852487049,9.2705546784625,-0.6412013411182671
51,Female,England,Domestic,Long-term,Standard,Green,24,Quarterly,1,6.635873467705676,0,1,0,5.0,8.0,3.0,0,2,363.8158922176058,1,252.9481171576066,146.64130431182878,399.58942146943536,-0.0876972751692483,225.1110474202239,54.06797640142666,-3.1924573135523193,138.70484479738187,48.727272648529535,-5.943191261070971,46.62870597744912,11.47576894735849,-2.2746888917756323
84,Female,Scotland,Domestic,Long-term,Standard,Green,24,Monthly,0,0.68565695702888,0,0,0,3.0,11.0,1.0,0,2,428.6021263789956,1,270.9285838715798,184.9987638551836,455.9273477267634,-0.1813909047459132,264.9276154594882,53.27076459730284,-2.798255071463576,163.67451091950736,20.75051028257663,1.0572064596980253,57.32056601101462,9.307380614443677,-0.1469763946076018
67,Male,England,Domestic,Long-term,Standard,Economy 7,12,Quarterly,3,4.723916003586437,1,1,0,9.0,6.0,4.0,0,0,409.6672817074837,1,268.296976289116,199.70186666333737,467.9988429524534,-0.0883959224277485,242.3481836588475,49.65718788116196,11.460895548372264,167.31909804863622,54.74577629390832,-8.743905701187044,45.07216633791916,8.538422996371764,0.061959116573312656
22,Female,England,Domestic,Long-term,Smart,Economy 7,24,Monthly,0,5.075637856961892,0,1,0,6.0,3.0,3.0,1,1,426.0849960348268,1,289.6440259244185,165.8357546809148,455.4797806053333,-0.0081964791669207,259.8114108986684,46.76157127222348,6.398022551083906,166.27358513615852,34.31260393598511,1.2506134098451247,44.70098373335645,6.367460327228995,0.8746406650463764
74,Male,Scotland,Domestic,New,Standard,Standard,12,Quarterly,1,2.2224003564131185,0,2,0,6.0,8.0,2.0,0,0,380.5694822660302,1,243.128220196494,162.98716084537887,406.11538104187287,-0.4969184743614046,231.14104151626574,69.32829143103717,-13.182406283872767,149.4284407497644,46.97254110912118,-4.624092336460518,44.496004925264515,14.546529235162724,-1.4674505421849013
21,Male,England,Commercial,Long-term,Smart,Business,48,Monthly,0,2.585870055778805,1,0,0,1.0,4.0,,0,0,388.308202185782,1,239.58184265663957,140.0302566716562,379.6120993282957,0.089000674519054,241.04010777011396,51.52379602397004,3.7221968228208997,147.26809441566806,40.32834268854781,1.1023093544961582,62.69358483740493,13.941681505462745,1.6385929416138334
29,Male,England,Domestic,New,Smart,Standard,24,Monthly,0,2.9788644696524145,0,3,0,6.0,8.0,1.0,0,1,408.2022076441736,1,280.7988855165327,185.6135144909088,466.4124000074415,0.2298095454870573,254.12714429568373,55.89502947393423,8.274882470941565,154.07506334848986,42.01545129033688,-5.355576917684076,46.432831835604134,8.916735348897182,0.3428524887621698
53,Male,England,Domestic,Long-term,Standard,Standard,24,Monthly,1,-0.214241121443564,1,1,0,4.0,8.0,4.0,1,1,386.5141153264235,1,241.27642180563467,186.51923589808385,427.7956577037185,0.4159642400259784,227.33588108290698,57.25596789064566,9.924303354936278,159.17823424351653,45.37659663225294,1.1691356533967403,47.18959651768438,8.844686760171037,1.920812707939212
41,Female,England,Domestic,Long-term,Smart,Standard,24,Monthly,1,0.0310126740034433,0,0,1,2.0,3.0,0.0,0,2,391.7172779877474,1,261.4802321068169,113.6436965088961,375.123928615713,0.2840613873085301,252.5192289394414,52.16773842470571,8.460263363926936,139.19804904830605,52.170940545202015,-14.73429896074158,49.95446622053621,6.4693307351474685,0.9446783851788674
56,Female,Scotland,Domestic,New,Standard,Economy 7,24,Monthly,1,3.753444306905303,0,1,0,3.0,11.0,3.0,0,1,399.4020285860202,1,246.90004078185245,198.37826289600784,445.2783036778603,-0.0583265731933236,239.67251955401954,47.30276669101344,5.570576170876819,159.72950903200072,49.83716957218798,-3.6954636576796323,44.858915440599986,6.629408477431021,1.0606683077339527
56,Male,England,Domestic,Long-term,Standard,Green,24,Monthly,1,2.3456248836847315,0,0,2,5.0,6.0,0.0,0,1,349.70457048612474,1,245.07713158995944,121.42304125579903,366.50017284575847,-0.2396135829532453,227.67827751671314,47.14510601529176,-0.2738739645989457,122.02629296941164,27.009497396208094,-2.0181668962883763,48.80662272356693,7.929513539985069,-0.5187146082630185
58,Male,England,Domestic,Long-term,Standard,Standard,24,Monthly,2,1.7046963866912248,1,0,0,4.0,5.0,2.0,0,0,398.8574101040283,1,280.03527717448304,196.09954020066053,476.1348173751436,-0.3583928977925187,230.13489329539084,50.449565479019284,1.5081083077981996,168.7225168086374,49.73134067015105,3.533798852579591,43.89923737098358,10.93635914717115,1.2604303608649743
39,Female,Scotland,Domestic,Long-term,Standard,Standard,12,Monthly,0,5.385449011999456,1,1,1,1.0,4.0,2.0,1,1,385.3781339703733,1,254.3938291341285,142.95210832048133,397.3459374546098,0.6249699803136027,247.20150727417288,47.03990106655122,8.767642948625344,138.17662669620032,43.470833156711265,10.511307679959296,43.88645709441486,7.961474361354083,1.935224473177216
46,Male,England,Domestic,New,Smart,Standard,12,Quarterly,3,3.520348072836878,0,2,0,3.0,,2.0,0,3,388.7827496636725,1,293.8264811347022,189.2083348535419,483.0348159882441,0.3082844601098305,239.38781974741133,46.671847736014044,13.506303879360296,149.39492991626122,47.28723669842104,11.725058297899388,46.549744765044636,11.1812972230409,3.2874019274536668
66,Female,Wales,Domestic,Long-term,Standard,Economy 7,24,Monthly,0,0.56854609872025,0,1,0,1.0,9.0,4.0,0,0,415.0782919684064,1,283.9310230444951,169.80068777698378,453.7317108214788,0.2966903491805378,268.00238733375403,62.57184184911381,17.242201679956192,147.07590463465235,44.90192869605116,8.982554499625104,46.5646953966096,12.876735545242532,3.553461004614787
24,Male,England,Commercial,New,Standard,Fixed,24,Monthly,1,3.854459521765686,0,2,0,4.0,8.0,2.0,1,0,379.1043363357394,1,274.650554485272,131.35279208352028,406.00334656879227,0.1130936087707343,229.6034207783836,32.99852711920482,4.477310915783748,149.50091555735582,28.886551803471253,-7.149052921329291,54.02941260502623,8.365902710852302,-0.004854417853236855
56,Male,Scotland,Domestic,Long-term,Smart,Standard,36,Quarterly,1,3.4856687167939477,0,0,0,5.0,8.0,1.0,0,1,439.65601459686906,1,296.8734331453845,195.45887998195755,492.3323131273421,0.0428142851316256,270.8670449491492,48.178451135960785,2.190565946214809,168.78896964771988,45.00037410525884,-2.135768213973638,54.29478831935169,10.057355797009238,-0.08645585858640846
34,Female,England,Domestic,Long-term,Standard,Standard,12,Monthly,0,6.527311459532669,1,2,0,4.0,9.0,2.0,0,1,408.5779334190208,1,279.45226749484755,149.84958619906936,429.3018536939169,-0.4854428567689538,264.43234876885936,78.88063682552163,-0.23596992282987178,144.1455846501614,45.274242075543086,-8.588659817834456,47.052819125442774,14.172961100991527,0.12839530816149713
79,Male,England,Domestic,New,Standard,Green,36,Monthly,0,3.08398259440383,0,1,0,6.0,9.0,6.0,1,1,409.1059675405949,1,275.6085511148422,193.7282767480119,469.3368278628541,-0.185016890925667,257.76404705482196,51.72755236912212,8.395290555189193,151.34192048577302,37.132846079973625,9.080591070990259,54.69401293191053,12.174561787610424,2.225776661332903
75,Female,England,Domestic,Long-term,Smart,Green,24,Monthly,2,3.099280978993629,0,0,0,6.0,10.0,2.0,0,2,411.31496627414816,1,302.5231428360956,180.6065898336828,483.1297326697784,-0.1240886028435281,253.87191033446382,62.7507066799228,11.579808665174902,157.44305593968434,44.974138521453476,-5.315894928566581,54.04973185140989,12.432578029496952,2.287863290213933
68,Other,England,Domestic,New,Smart,Standard,36,Quarterly,0,1.9021459412033608,0,1,0,12.0,6.0,5.0,0,2,400.2434909276737,1,283.2772475290904,166.68254127690008,449.95978880599046,0.0860111615744613,254.60101141695267,42.600298387349156,1.3818855877341993,145.64247951072102,35.940697119162934,2.3139958851569626,50.24032025545204,10.468254931078384,1.5036265340328294
53,Male,England,Domestic,New,Standard,Standard,12,Monthly,0,0.5093113152823527,0,1,1,5.0,11.0,2.0,0,0,418.0135214067721,1,268.5715531379976,197.22169874649668,465.7932518844944,0.063228965277836,271.74037683437916,47.20821156606266,8.874650172226291,146.2731445723929,39.641584689173335,4.762901990689528,50.090305202952344,8.962894314789617,1.150774277926707
47,Male,Wales,Commercial,Long-term,Smart,Fixed,24,Monthly,1,-1.1936594890431729,1,2,1,5.0,7.0,4.0,0,0,424.82418416343216,1,296.17978844255674,200.8281052282391,497.0078936707959,-0.1892442559020803,262.5264189263277,49.31623079709347,5.0767413288226555,162.29776523710441,48.75654717256333,1.3107499701877017,63.08276828701074,10.813663572024453,1.5383028672199615
18,Female,Wales,Domestic,Long-term,Standard,Economy 7,12,Monthly,1,1.853694517452896,0,1,0,,4.0,4.0,0,1,359.96677596813083,1,251.99760637126812,143.95850458044245,395.95611095171057,0.4602690849968923,232.80083294757412,57.238274716496534,4.608576079994663,127.16594302055667,38.46814099886361,7.730507737560308,41.68968151947138,9.054733388656869,1.3333755301364185
44,Other,England,Commercial,New,Smart,Business,48,Monthly,2,2.0421563436920245,0,0,0,11.0,1.0,1.0,0,2,437.7707267699359,1,303.5253648961026,189.60589394583403,493.13125884193664,-0.150130767726166,277.6438651050714,55.83924391002829,-1.5204385372106644,160.1268616648645,41.09097210443882,-2.903104544588518,69.18322918933085,13.006333412087125,-0.3887978606406325
58,Other,England,Domestic,New,Smart,Economy 7,12,Quarterly,1,1.722041202113202,0,2,1,3.0,10.0,3.0,0,0,415.8867570247148,1,251.4604863638124,188.36449823364123,439.8249845974536,-0.2241633212530036,252.53043283654623,48.59771724445241,7.0509781466631045,163.35632418816854,45.265536957321075,-1.247842019367159,43.81662871814965,6.7729581473596925,0.2723909954490464
49,Female,Scotland,Domestic,New,Standard,Economy 7,36,Monthly,0,0.6544690077380457,1,2,0,5.0,5.0,3.0,0,1,435.2845318485941,1,292.77270983854186,137.1442961807572,429.91700601929904,0.8885892257430206,278.2528479704906,50.281874480027135,3.8668926503848464,157.03168387810345,57.92105925684208,1.640959268539588,49.44386223630104,7.096045216610362,0.1630753721703968
47,Female,England,Domestic,Long-term,Standard,Economy 7,12,Quarterly,0,3.3960318095982625,0,9,0,4.0,4.0,2.0,0,0,411.4377996663798,1,263.6792492780224,160.40096193782236,424.0802112158448,-0.3402460849736207,254.63131155721877,39.07415597569571,-7.322311222839514,156.80648810916108,46.459125074545234,-6.089134765025105,43.09062634313306,7.747903704890029,-1.128055119357596
23,Male,England,Domestic,Long-term,Smart,Economy 7,12,Quarterly,1,4.854336177795895,0,3,0,10.0,8.0,4.0,0,0,376.46903078620943,1,295.3785950210933,139.1075944907455,434.4861895118388,-0.0353841089894222,248.0050422902693,44.9873539062645,10.651391561955599,128.46398849594013,38.07816861074624,-7.796303092838401,41.49246055179139,8.683468752120115,0.8577866428130857
67,Male,Wales,Domestic,Long-term,Standard,Economy 7,12,Monthly,0,5.7341177952882925,1,0,0,1.0,6.0,4.0,0,3,414.48244184095535,1,328.6656158336365,170.44594345327633,499.1115592869128,0.6601796955421567,260.3172018610528,73.22184148967244,21.403954971186423,154.1652399799025,45.91623810847377,10.084683000605539,46.41040314269907,13.442066821037844,3.441837087557626
47,Male,England,Domestic,Long-term,Standard,Economy 7,24,Quarterly,0,2.309567684302395,1,0,0,4.0,6.0,7.0,0,0,379.365018267357,1,263.359980647787,160.61363557375043,423.97361622153744,0.3177719905442653,229.48630537774542,64.90476764671656,0.009532429177689684,149.87871288961153,43.951740233847254,2.8469376065657817,40.935711096774945,11.78649518517631,-1.004209462968621
49,Female,Scotland,Domestic,Long-term,Smart,Green,24,Monthly,2,3.9873267591184,1,11,0,5.0,9.0,3.0,0,0,415.380696503556,1,247.63196015102872,135.11996385308706,382.7519240041158,-0.1647208002874535,253.6553039220394,56.26835300599979,-2.2175478400260276,161.72539258151653,42.62288105042709,-8.374364967987104,53.72529353813068,10.869087292074918,-1.576351401285463
18,Male,Scotland,Domestic,Long-term,Smart,Economy 7,36,Monthly,1,-0.604359595854008,0,1,0,1.0,12.0,1.0,0,2,405.0189361128741,1,274.93484263594127,177.0210806454279,451.9559232813692,-0.0868342273899437,246.09432191113072,48.084252725426445,2.811555833488016,158.9246142017434,48.552177929439736,-3.7154344533691828,44.49598497469231,8.503675527579817,-0.38168921192163263
76,Male,England,Domestic,Long-term,Standard,Standard,12,Quarterly,0,3.891755598588501,0,1,0,4.0,10.0,4.0,1,0,414.400097325354,1,292.71250437522554,206.82838530981556,499.54088968504107,0.4572794980169682,259.23534536926115,30.33331248873582,4.3066684639598884,155.16475195609277,49.0289649085156,7.795304795361961,50.955276945431756,8.625463456314993,2.6774951381240055
18,Female,England,Domestic,New,Standard,Green,12,Monthly,0,0.4524538102912259,1,0,1,6.0,7.0,2.0,0,3,413.83097934128295,1,268.224373196714,190.67326790727637,458.8976411039904,-0.340981206093692,241.57594519171425,45.407699822205046,0.6755850773874902,172.25503414956873,49.88942748820113,-4.665796202663199,54.61989315656439,8.815547448388543,-0.2171644284101381
53,Female,Scotland,Domestic,Long-term,Smart,Green,12,Quarterly,0,3.2127493688875903,1,0,0,2.0,7.0,2.0,0,1,417.3650398782199,1,352.52601620904903,115.61001855507776,468.1360347641268,0.0848468489079222,266.95688058883496,92.01537446209815,23.62952777404104,150.4081592893849,34.43811555954738,-8.511586323722371,58.978842296297735,14.087940371714312,3.429588621130037
32,Female,England,Domestic,New,Smart,Economy 7,12,Quarterly,2,1.2931709874137218,1,0,0,6.0,11.0,4.0,1,1,385.88243030570266,1,262.21272609828173,160.80831208796036,423.0210381862421,0.4135307727026964,247.02358482218463,65.44422648572395,17.799752032376148,138.85884548351797,31.326991901966956,6.561846498100027,42.4626202396736,11.400879568029257,2.8667115389572584
24,Male,Wales,Domestic,Long-term,Smart,Standard,12,Monthly,0,6.515428442709234,1,8,0,3.0,11.0,4.0,0,1,388.83892671845337,1,272.04614889299177,142.3965984315096,414.4427473245014,0.3428315247985171,249.95753012475726,74.87454996756321,22.375564300736063,138.88139659369605,35.48252911059623,1.6905729976500936,47.386756735069014,11.892005424596277,3.9061773109831153
27,Female,England,Domestic,Long-term,Smart,Standard,24,Monthly,1,0.8996443522882749,1,2,0,3.0,9.0,6.0,0,0,414.84595752791785,1,311.0132214067444,158.1980572896571,469.2112786964015,0.0779501244595653,268.259286866071,64.50693477211921,14.37596133267502,146.58667066184685,48.44935169793946,-7.452496273917164,49.69665041534469,12.671287173588803,1.5256629412002505
51,Male,England,Domestic,Long-term,Standard,Green,24,Monthly,0,2.0821615004742817,0,0,0,8.0,7.0,2.0,1,2,388.0468438367296,1,255.36148490445305,152.47714176943597,407.838626673889,-0.0655710231784636,242.64827507412647,39.82418669396182,6.058291386782778,145.3985687626031,27.918299551312728,-3.6008182887059763,50.538719400518914,6.387174434343975,-0.3922583695467749
65,Male,England,Domestic,New,Smart,Green,24,Quarterly,0,4.285157629162823,1,2,0,4.0,7.0,2.0,0,2,398.0125809268243,1,285.1069520707036,143.38853988230508,428.4954919530087,-0.056421397430458,264.7050388431908,63.515514453209754,12.62765039634163,133.30754208363348,47.47823979651728,-11.364978932160334,51.976967867372686,12.938963974608226,0.9170377211493623
48,Male,England,Domestic,New,Smart,Economy 7,12,Monthly,1,1.528217297493072,0,2,0,7.0,8.0,3.0,0,1,381.4647199312456,1,267.64130706630226,134.86231433870452,402.5036214050068,0.288044710852517,229.28933868868663,61.12961553948395,9.576269815498653,152.1753812425589,28.237285353187975,0.09297398107433837,43.32835501395766,8.878233462452762,1.4145444284895
35,Female,Scotland,Domestic,Long-term,Smart,Economy 7,24,Quarterly,0,-0.5531211744993905,0,0,0,7.0,6.0,1.0,1,1,425.4272786687917,1,334.55137799469713,165.3368751814244,499.8882531761216,-0.1472378319316062,278.66855295083116,67.23232573196604,17.606901684757187,146.75872571796046,55.083731400669016,-2.119628934474331,46.28453883033827,7.937716326974048,2.159315277225452
26,Other,England,Domestic,Long-term,Standard,Green,36,Monthly,2,-0.2777834777694004,1,2,0,4.0,11.0,2.0,0,2,424.9221319707622,1,238.4222748809156,154.96360508162851,393.3858799625441,-0.1496367493444631,250.4925786379274,36.143191287365006,2.292951753761491,174.4295533328348,54.77142031677121,-11.60683712493299,55.46441161063751,9.710720799456046,-0.7445027103656275
26,Female,England,Commercial,Long-term,Standard,Business,24,Monthly,0,3.3598294577041354,0,2,0,6.0,7.0,0.0,0,0,391.6357180768472,1,277.9320443323016,111.33296378487152,389.26500811717307,-0.022911509010632,256.4674413775667,48.36110632269683,13.383623410617703,135.1682766992806,40.88283232963497,-14.32890445890425,60.9245427114663,9.167347371905375,2.1021783897717268
18,Male,Scotland,Domestic,Long-term,Standard,Green,36,Monthly,0,5.397653003582517,1,0,1,9.0,14.0,1.0,0,2,404.6415896120279,1,296.4274273339029,174.6319136435968,471.0593409774997,0.5863209492612524,250.78429383334296,46.31570134148862,13.411528194706163,153.85729577868497,42.080157240108626,7.773801116385812,53.91250782273514,11.179679456454089,3.2018817999029867
65,Female,England,Domestic,New,Smart,Standard,24,Quarterly,1,1.707372124946172,0,2,0,13.0,12.0,3.0,0,1,397.21409174721407,1,295.99824018257794,157.49214728040656,453.4903874629845,0.0913680454455131,260.06950162053835,61.45698607579241,11.14740433872723,137.14459012667558,25.13703171293599,0.33957704188059973,47.09999261906077,10.353060606682726,0.8565005119449793
68,Male,Wales,Domestic,Long-term,Standard,Standard,12,Monthly,2,3.659702431464888,0,1,0,7.0,4.0,2.0,0,1,419.9834011635408,1,288.0104524511723,178.51400884147293,466.5244612926453,-0.1662526284687994,265.5067634917824,37.99347077655652,4.677812089334615,154.47663767175837,29.507966961303033,-2.667540850177191,51.62849237091288,7.028858953174109,0.13082064571455732
45,Male,England,Domestic,Long-term,Smart,Green,12,Monthly,1,6.604822741008811,1,1,1,6.0,13.0,8.0,0,0,399.8117355087506,1,230.1110383897433,146.85111339824266,376.96215178798593,0.090044069888483,252.84834853446287,48.411791902086364,0.829064877037209,146.9633869742877,47.554290303392115,-9.023708429663527,57.31537801707605,11.430837419648785,-0.3794931665880564
65,Male,Scotland,Commercial,New,Smart,Business,48,Monthly,1,7.521826367687214,0,1,1,4.0,10.0,3.0,0,2,405.4233652423145,1,277.8796402872979,152.6022833935787,430.48192368087655,0.1660427997164515,245.32586304619247,56.575769903845035,12.924058112152311,160.0975021961221,35.08461890494395,-4.8631569917190935,61.761028243178345,14.24466817105251,2.9441971716395643
37,Female,England,Domestic,New,Smart,Standard,24,Monthly,2,4.804846362010386,1,1,1,4.0,9.0,5.0,0,1,386.4388520738155,1,266.2682895922292,165.0387988965065,431.3070884887357,-0.2697185964454726,246.64688995729944,45.54508948279915,8.419816121016284,139.7919621165161,51.39569593221472,-8.386832723485941,48.570667759544875,8.741358712954169,1.1400666534363166
27,Female,England,Domestic,Long-term,Standard,Green,12,Monthly,0,5.220307796502216,1,0,0,9.0,12.0,1.0,0,2,426.2356061606519,1,356.7426733262509,200.89988565078303,557.642558977034,0.3755106998423489,276.54941442245166,63.64190122507344,20.942046520270093,149.68619173820028,44.55951322807748,7.026528149769077,54.92856270338563,10.679066128447586,3.5840121684760358
38,Female,England,Domestic,Long-term,Standard,Economy 7,36,Quarterly,0,2.1957067773205923,1,2,0,3.0,4.0,8.0,1,0,408.4398483762753,1,276.8131581675336,167.57508379780035,444.3882419653339,0.1627459047736359,264.80359504389395,42.718044198324385,-2.1030497230476097,143.63625333238136,53.290084040832845,6.185689314997014,45.55837477794869,6.767255154979452,-0.4542591661007956
54,Female,England,Domestic,Long-term,Smart,Green,12,Monthly,0,3.077091183153235,0,4,0,5.0,8.0,6.0,0,3,408.07456961987526,1,245.17711932113596,198.47018786862563,443.6473071897616,0.177240623333484,262.62732734762835,33.812771574477196,-1.5696784966862858,145.44724227224688,46.82489532983082,7.847095133192938,54.611971345769064,10.387340438953505,0.398660805790128
80,Male,England,Domestic,New,Smart,Green,12,Monthly,0,0.927246851904848,0,0,0,4.0,4.0,1.0,1,1,382.5810975687751,1,269.34143985989795,210.0286237180009,479.3700635778988,-0.0008739169117838,232.73730308096796,56.48311578303105,-8.67750305067982,149.84379448780717,45.07846139982954,9.514269854709092,50.57772283305135,12.31781361067054,-0.9757954328658353
